degree,I1,I2,I3,I4,I5,I6
191.0,0.8466269296672255,2.979310657361428,-9.825034042848703e-9,1.40145375477993,0.43706138721848653,1.3403452317593505
192.0,0.8704102449532937,3.0792125261675585,-9.825457882808721e-9,1.4293358302202746,0.4484576190574215,1.3687319991801556
193.0,0.8944168119072308,3.18031828266469,-9.83796090376578e-9,1.4570580900542192,0.45978920684238617,1.3970913182540963
194.0,0.9185831121053105,3.2823849158385054,-9.843759415145963e-9,1.4845120823939155,0.47101231425713225,1.4253237317245948
195.0,0.9428337620035151,3.3851176434457013,-9.849119963769659e-9,1.5115777080562443,0.4820781246331083,1.4533172238080072
196.0,0.967085994115761,3.4881902939589304,-9.854057156275405e-9,1.5381269828203388,0.4929346116344152,1.4809515023052642
197.0,0.9912445299906429,3.591233525046912,-9.85857757269071e-9,1.5640119723090156,0.503521980154357,1.5080876136485868
198.0,1.015217616989012,3.693868251778301,-9.86270709661522e-9,1.589108283350505,0.5137891022135089,1.5346043144162878
199.0,1.0389039433081735,3.7956922012585284,-9.866405926079168e-9,1.6132689694218323,0.5236761710454029,1.5603606683239608
200.0,1.061718617400923,3.8974382945876895,-9.86961525035215e-9,1.6353930064922324,0.5331209746623399,1.5835856406809927
201.0,1.0843470156076012,3.995703146531843,-9.87260088230597e-9,1.6569746055821535,0.5419610681409672,1.6071488842144648
202.0,1.1063438684771147,4.0917489982218544,-9.875226601614981e-9,1.677158946329291,0.5502336259746539,1.629500945169822
203.0,1.127591411428247,4.185089930608278,-9.877500454254821e-9,1.6957975742621445,0.5578782648223676,1.650494052459499
204.0,1.1479714654705528,4.275235023662516,-9.879427634225487e-9,1.7127466040673314,0.5648364535954115,1.6699834526004993
205.0,1.1673670852656122,4.361694978173767,-9.881010642140755e-9,1.7278690753146533,0.5710524714983023,1.6878296709125868
206.0,1.1856643108768254,4.443989226205417,-9.882254785541519e-9,1.7410373449352057,0.57647438116062,1.7039008375718157
207.0,1.202753979238639,4.521653356938474,-9.883158832161035e-9,1.7521354482034466,0.5810549890700953,1.7180750144057317
208.0,1.2185335447210284,4.5942466570888705,-9.883722953922387e-9,1.7610613522014997,0.5847527624647756,1.7302424504576932
209.0,1.2329088535905293,4.661359541371226,-9.88394524202859e-9,1.7677290267751258,0.5875326721142,1.74030769327233
210.0,1.2458555934056175,4.722960981189344,-9.886271253216817e-9,1.7720493817229799,0.5893636281731919,1.7482001777118332
211.0,1.2572775337854571,4.778464955977405,-9.885848527830645e-9,1.7741620462913603,0.5902908249523326,1.753975825599797
212.0,1.2670077177614953,4.82740483870648,-9.895178387646656e-9,1.7735654691753242,0.5901321430930766,1.7572375020457105
213.0,1.2750110355598465,4.869234916986296,-9.897072070168093e-9,1.7708077619322489,0.5890895481096148,1.7583419760129222
214.0,1.2812929076680215,4.904323889115362,-9.895043727516042e-9,1.765481459220967,0.587014782821547,1.7570077445026628
215.0,1.2858642409680137,4.932441501564149,-9.893666639355222e-9,1.7578154155770662,0.5839844753246796,1.7533960644647888
216.0,1.2887328056392837,4.953575173398191,-9.891927987286673e-9,1.747853108543492,0.5800153400543802,1.7475409561653146
217.0,1.289912201187441,4.967745012018698,-9.88984300372093e-9,1.73566796929398,0.5751372241414328,1.7394986161892962
218.0,1.2894302514457896,4.9750305307292795,-9.887398424676425e-9,1.7213509753467424,0.569387157459317,1.729342836067654
219.0,1.287328184345079,4.975567745672269,-9.884562871604342e-9,1.7050088341820389,0.5628086123461868,1.71716342853587
220.0,1.2836595625926708,4.969545200778561,-9.876222855877175e-9,1.6867619084357237,0.5554506573477367,1.7030643796220184
221.0,1.2784890090800787,4.957199090596714,-9.877746955587816e-9,1.6667419567975514,0.5473670352136601,1.6871617947058222
222.0,1.2718907758502713,4.938807676182549,-9.873693974521546e-9,1.6450897647989315,0.5386151955506766,1.669581708681068
223.0,1.263947207990864,4.914685198864971,-9.869186233649299e-9,1.6219527430280793,0.5292553136623471,1.6504578335498268
224.0,1.2546869175151778,4.884931581489671,-9.841453871538083e-9,1.59744432587331,0.5193426515818469,1.629893202113768
225.0,1.2443211659458717,4.850510882029749,-9.831963935659619e-9,1.571882011256708,0.5090119474058452,1.6081792202090746
226.0,1.232916601292405,4.811733465369799,-9.824138200185274e-9,1.5452707004488795,0.4982601555097914,1.5853347536775924
227.0,0.6287134608464877,2.7412145138369888,3.6026909861816136e-7,0.2549373798254735,-9.999846303651019e-9,0.47823378140564954
228.0,0.6368172339173059,2.7847758138263834,-9.645220903769631e-9,0.25340824567085307,-9.999849314004105e-9,0.4802220103749464
229.0,0.6452848090810948,2.830350461844313,-9.661544148377783e-9,0.25178786249586493,-9.99985226780116e-9,0.482282417334012
